Physical Conditions Disappear After Writing Solemn Statements Regretting Disrespectful Remarks,Các vấn đề về sức khoẻ biến mất sau khi viết nghiêm chính thanh minh
Shandong Man Imprisoned Twice for 17.5 Years for Upholding His Faith,"Người đàn ông Sơn Đông bị cầm tù hai lần với tổng thời gian 17,5 năm vì kiên định đức tin"
"After a Decade of Displacement, Shandong Man Secretly Sentenced to 11 Years",Một người đàn ông ở Sơn Đông bị kết án bí mật 11 năm tù sau một thập niên sống lưu lạc
81-year-old Woman Taken to Prison to Serve an Expired Term,Cụ bà 81 tuổi bị bỏ tù để chấp hành một bản án đã hết hạn
"Tortured to Mental Breakdown 20 Years Ago, Shandong Woman Sentenced Again for Her Faith","Bị tra tấn đến suy sụp tinh thần 20 năm trước, một người phụ nữ ở tỉnh Sơn Đông lại bị kết án vì tín ngưỡng của mình"
Shandong Man Gets Three Years for Upholding the Faith That Made His Incurable Eye Condition Go Away,Một người đàn ông ở tỉnh Sơn Đông bị 3 năm tù vì kiên định với tín ngưỡng vốn đã chữa lành bệnh mắt nan y cho mình
"Liaoning Woman Secretly Sentenced to Four Years, Mother-in-law Dies in Distress","Một người phụ nữ ở tỉnh Liêu Ninh bị kết án bí mật 4 năm tù, người mẹ chồng đã chết trong lo buồn"
Woman Twice Imprisoned for Nine Years for Her Faith,Người phụ nữ bị bỏ tù 9 năm chỉ vì tín ngưỡng của mình
80-year-old Retired Doctor Sentenced to 3.5 Years for Her Faith,"Bác sỹ về hưu 80 tuổi bị kết án 3,5 năm tù vì kiên định đức tin"
Prosecutor Appeals “Light” Prison Sentence Against 52-year-old Woman for Her Faith,"Một người phụ nữ 52 tuổi bị kết án 19 tháng tù vì kiên định đức tin, công tố viên cho rằng bản án “quá nhẹ” và kháng cáo"
"Family Tragedy: Father Dies, Mother Sentenced, Son Tortured and Daughter Forced into Displacement","Bi kịch gia đình: Cha qua đời, mẹ bị kết án tù, con trai bị tra tấn và con gái buộc phải sống phiêu bạt"
"Suining City, Sichuan Province: 57 Falun Gong Arrested or Harassed in the First Half of 2022","Thành phố Toại Ninh, tỉnh Tứ Xuyên: 57 học viên Pháp Luân Công bị bắt hoặc sách nhiễu trong nửa đầu năm 2022"
"Reported in the First Half of 2022: 2,707 Falun Gong Practitioners Arrested or Harassed for Their Faith",Báo cáo nửa đầu năm 2022: 2.707 học viên Pháp Luân Công bị bắt hoặc bị sách nhiễu vì đức tin của họ
Ms. Wang Qingrong Tortured in Liaoning Women’s Prison for Her Faith,Bà Vương Khánh Vinh bị tra tấn ở Trại tù Nữ tỉnh Liêu Ninh vì tín ngưỡng của mình
"Imprisoned Woman Once Driven to Mental Collapse, Loses Eight Teeth During Force-feeding",Một phụ nữ bị bỏ tù từng bị làm cho suy sụp tinh thần nay bị mất 8 chiếc răng do bị bức thực
Liaoning Woman Convicted for Her Faith in Falun Gong,Một người phụ nữ ở tỉnh Liêu Ninh bị kết án vì tín ngưỡng của mình vào Pháp Luân Công
83-year-old Man Serving Time for His Faith Suffers Medical Condition,Cụ ông 83 tuổi bị rơi vào tình trạng nguy kịch trong khi bị cầm tù oan sai
Six Sichuan Residents Sentenced to Prison for Their Faith,Sáu cư dân Tứ Xuyên bị kết án tù vì kiên định đức tin vào Pháp Luân Công
Former Teacher Sentenced to Seven Years in Prison for Practicing Falun Gong,Một cựu giáo viên bị kết án 7 năm tù vì tu luyện Pháp Luân Công
"Woman Suffers Memory Loss after Injection in Hospital, Sentenced to Four Years for Her Faith",Người phụ nữ bị mất trí nhớ sau khi bị tiêm ở trong viện và bị kết án 4 năm tù vì kiên định đức tin
"Sichuan Woman Sentenced to Prison for Her Faith, Relatives Barred from Attending Her Trial","Một người phụ nữ Tứ Xuyên bị kết án tù vì kiên định đức tin, người thân của bà bị cấm tham dự phiên xét xử"
"Four Female Falun Gong Practitioners and One of Their Husbands Tried, One Practitioner’s Friend Barred from Defending Her","Tỉnh Sơn Đông: Tòa án xét xử bốn nữ học viên và chồng của một người trong số họ, đồng thời cấm bạn của một nữ học viên bào chữa cho bà"
Two Falun Gong Practitioners Held in Solitary Confinement in Prison and Not Allowed to Wash Themselves,Hai học viên Pháp Luân Công bị biệt giam ở trong tù và không được phép tắm rửa
Recounting the Torture at Hunan Province Women’s Prison,Lời kể về sự tra tấn trong Nhà tù Nữ tỉnh Hồ Nam
Wuhan Woman Secretly Sentenced to Two Years for Her Faith,Một người phụ nữ Vũ Hán bị kết án bí mật 2 năm tù vì kiên định đức tin của mình
"Chongqing Woman Dies After Repeated Incarceration, Harassment and Financial Devastation","Trùng Khánh: Một người phụ nữ qua đời sau nhiều lần bị bắt giữ, sách nhiễu và vắt kiệt tài chính"
82-year-old Woman Tried for Practicing Falun Gong,Một người phụ nữ 82 tuổi bị xét xử vì tu luyện Pháp Luân Công
Hebei Man’s Family Files Complaints against Prosecutor Involved in His Wrongful Eight-year Sentence,Gia đình của một người đàn ông Hà Bắc khiếu nại công tố viên vì tham gia kết án phi pháp ông 8 năm tù
"Henan Woman Struggles with Derangement and Nightmares After Prison Release, Dies Years Later",Tỉnh Hà Nam: Người phụ nữ đã qua đời sau vài năm vật lộn với tình trạng rối loạn tâm thần và ác mộng sau khi mãn hạn tù
The Hidden Persecution Inside Lanzhou City Third Detention Center,Sự bức hại được che đậy bên trong Trại tạm giam Số 3 thành phố Lan Châu
"83-year-old Woman Taken Away for Physical Examination, Only to Be Secretly Sentenced to Two Years",Cụ bà 83 tuổi bị đưa đi kiểm tra sức khoẻ và bị kết án bí mật 2 năm tù
"Additional Persecution News from China – July 8, 2022 (14 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 8 tháng 7 năm 2022 (14 báo cáo)
Former Accountant Sentenced to Four Years for Her Faith,Một cựu kế toán viên bị kết án 4 năm tù vì kiên định đức tin
"Additional Persecution News from China – July 9, 2022 (5 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 9 tháng 7 năm 2022 (5 báo cáo)
Yunnan Man Dies Three Months After Serving Five Years for His Faith,Một người đàn ông ở tỉnh Vân Nam bị chết 3 tháng sau khi bị bỏ tù 5 năm vì tín ngưỡng của mình
Henan Man Dies the Day after Being Arrested for Practicing Falun Gong,Một người đàn ông ở tỉnh Hà nam đã bị chết một ngày sau khi bị bắt vì tu luyện Pháp Luân Công
Cost Engineer and Her Husband Convicted for Her Faith in Falun Gong,Một kỹ sư ước tính giá thành và chồng bà bị kết tội vì tín ngưỡng vào Pháp Luân Công
"Additional Persecution News from China – July 7, 2022 (21 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 7 tháng 7 năm 2022 (21 báo cáo)
Liaoning Man Dies from Possible Torture While Serving Ten Years for Practicing Falun Gong,Tỉnh Liêu Ninh: Người đàn ông tử vong nghi ngờ do bị tra tấn trong khi thụ án tù 10 năm vì tu luyện Pháp Luân Công
Liaoning Woman Sentenced to Four Years for Her Faith,Một người phụ nữ Liêu Ninh bị kết án 4 năm tù vì kiên định đức tin vào Pháp Luân Công
Two Yunnan Province Residents Sentenced to Prison,Tỉnh Vân Nam: Hai cư dân bị kết án tù oan sai
Anhui Woman Held at Brainwashing Center for Eight Months for Upholding Her Faith,Tỉnh An Huy: Một người phụ nữ bị giam trong trung tâm tẩy não 8 tháng vì kiên định đức tin vào Pháp Luân Công
Sichuan Man Dies After Enduring Three Years of Brutal Torture in Prison and Constant Harassment After His Release,Một người đàn ông Tứ Xuyên qua đời sau 3 năm bị tra tấn dã man trong nhà tù và liên tục bị sách nhiễu sau khi được thả
"Shandong Woman Detained for 38 Days, Including in a Tourist Site, for Her Faith",Một người phụ nữ Sơn Đông bị giam 38 ngày vì kiên định đức tin vào Pháp Luân Công
Former Police Engineer Tortured in Prison for Upholding His Faith,Cựu kỹ sư cảnh sát bị tra tấn ở trong tù vì kiên định đức tin vào Pháp Luân Công
Sentenced to 18 Months in Prison for Giving Out a Falun Gong Flyer,Tỉnh Quảng Đông: Một người dân bị kết án 18 tháng tù vì phân phát một tờ tài liệu Pháp Luân Công
A Married Couple and a Relative Sentenced to Prison for Their Shared Faith,Hai vợ chồng và một người họ hàng bị kết án tù vì đức tin của họ vào Pháp Luân Công
"Fujian Woman Arrested After Five Years of Displacement, Imprisoned for Her Faith",Người phụ nữ Phúc Kiến bị bắt sau 5 năm sống xa nhà và bị cầm tù vì kiên định đức tin
"Additional Persecution News from China – July 6, 2022 (14 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 6 tháng 7 năm 2022 (14 báo cáo)
Reported in the First Half of 2022: 366 Falun Gong Practitioners Sentenced for Their Faith,Báo cáo nửa đầu năm 2022: 336 học viên Pháp Luân Công bị kết án vì đức tin của họ
Hubei Man Secretly Sentenced and Imprisoned for His Faith in Falun Gong,Một người đàn ông Hồ Bắc bị kết án bí mật và bị cầm tù vì kiên định đức tin vào Pháp Luân Công
Heilongjiang Province: At Least 36 Falun Gong Practitioners Arrested in Two Days,Tỉnh Hắc Long Giang: Ít nhất 36 học viên Pháp Luân Công bị bắt trong 2 ngày
"After Two Labor Camp Terms, Shandong Farmer Sentenced for His Faith","Tỉnh Sơn Đông: Sau hai bản án lao động cải tạo, một người nông dân lại bị kết án tù vì kiên định đức tin"
Beijing Woman Detained Incommunicado for a Year and a Half,Một người phụ nữ Bắc Kinh bị biệt giam một năm rưỡi
79-Year-old Retired Government Employee Framed for Practicing Falun Gong,Công chức nghỉ hưu 79 tuổi bị kết án vì tu luyện Pháp Luân Công
Former Design Engineer Suffers Mental Disorder After Six Years of Prison Torture and Involuntary Drug Administration,Cựu kỹ sư thiết kế bị bức hại đến rối loạn tâm thần sau 6 năm ngồi tù oan sai
My Dying Nephew with Kidney Failure Recovered Overnight,Cháu trai của tôi qua khỏi cơn nguy kịch và hồi phục biến chứng suy thận sau một đêm
“I Will Dare to Say ‘Falun Dafa Is Good’ in Front of Anyone!”,“Tôi sẽ nói: ‘Pháp Luân Đại Pháp hảo“ trước mặt bất kỳ ai!’”
Reciting the Falun Dafa Auspicious Phrases Saved My Husband’s Life Twice,Chồng tôi hai lần tai qua nạn khỏi nhờ niệm chín chữ chân ngôn của Pháp Luân Đại Pháp
The Healing Power of the Falun Dafa Auspicious Phrases,Uy lực chữa bệnh của chín chữ chân ngôn Pháp Luân Đại Pháp
Family Members Blessed by Reciting Falun Dafa Auspicious Phrases,Các thành viên trong gia đình nhận được phúc báo từ việc niệm chín chữ chân ngôn Pháp Luân Đại Pháp
People Receive Good Fortune for Believing in Falun Dafa,Tương lai tươi sáng cho những ai tin vào Pháp Luân Đại Pháp
"Eleven Falun Gong Practitioners Detained in Shijiazhuang Second Detention Center, Two in Critical Condition","Thạch Gia Trang, tỉnh Hà Bắc: 11 học viên Pháp Luân Công bị giam giữ, trong đó 2 người đang nguy kịch"
"Six Hebei Province Residents Arrested for Studying Falun Gong’s Teaching, Interrogated Before Being Released on Bail",Tỉnh Hà Bắc: Sáu người bị bắt vì đọc sách của Pháp Luân Công và bị thẩm vấn trước khi được tại ngoại
Woman Stands Trial for Distributing Information about Her Faith,Một người phụ nữ bị xét xử vì phân phát tài liệu thông tin Pháp Luân Công
Shaanxi Couple’s Appeal of Lengthy Wrongful Sentences Rejected,Kháng cáo bản án oan sai của cặp vợ chồng ở Thiểm Tây bị bác bỏ
I Recovered from Stomach Cancer by Reciting the Auspicious Phrases,Khỏi bệnh ung thư dạ dày nhờ niệm chín chữ chân ngôn
One Small Action Has a Large Effect,Một việc làm nhỏ mang lại tác động lớn
"Having Been Incarcerated for 11.5 Years, Shanghai Resident Sentenced Again for His Faith","Từng bị giam cầm 11,5 năm, một cư dân Thượng Hải lại bị kết án 1,5 năm tù vì kiên định đức tin"
Tianjin Man in Serious Condition Serving Time in Same Prison Where Brother Tortured to Death,Người đàn ông Thiên Tân lâm vào tình trạng nguy kịch ở trong nhà tù nơi trước kia em trai ông đã bị tra tấn đến chết
"Additional Persecution News from China – July 5, 2022 (14 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày5 tháng7 năm 2022 (14 báo cáo)
"Jilin Man Harassed Hours After Serving Wrongful Prison Term, Brother-in-law Arrested","Tỉnh Cát Lâm: Một người đàn ông bị sách nhiễu sau vài giờ mãn hạn án tù oan sai, anh rể bị bắt giữ"
Persecution Deaths of 92 Falun Gong Practitioners Reported in the First Half of 2022,92 học viên Pháp Luân Công bị bức hại đến chết trong nửa đầu năm 2022
Former Police Officer Becomes Second Out-of-Province Resident Given Heavy Sentence by a Henan Court for Online Activities,Một cựu cảnh sát trở thành người dân ngoại tỉnh thứ 2 bị một Tòa án Hà Nam kết án tù nặng vì các hoạt động trên mạng xã hội
